,ID_VRSTE,ID_LOKACIJE,KONCENTRACIJA,TENDENCIJA,dan,mesec,godina,vrstaBiljke,alergenost,nadmorskaVisina,nadmorskaSirina
2264,18,8,0,1,16,10,2011,2,2,21.9002778,42.5513889
2265,19,8,0,0,16,10,2011,0,1,21.9002778,42.5513889
2266,20,8,0,0,16,10,2011,0,1,21.9002778,42.5513889
2267,21,8,0,0,16,10,2011,1,1,21.9002778,42.5513889
2268,22,8,0,0,16,10,2011,0,0,21.9002778,42.5513889
2269,23,8,0,0,16,10,2011,0,0,21.9002778,42.5513889
2270,24,8,0,0,16,10,2011,0,0,21.9002778,42.5513889
2271,25,8,0,1,16,10,2011,1,2,21.9002778,42.5513889
2272,1,9,0,0,16,10,2011,0,0,21.3036111,45.1166667
2273,2,9,0,0,16,10,2011,0,2,21.3036111,45.1166667
2274,3,9,1,1,16,10,2011,1,2,21.3036111,45.1166667
2275,4,9,1,1,16,10,2011,1,1,21.3036111,45.1166667
2276,5,9,0,0,16,10,2011,0,2,21.3036111,45.1166667
2277,6,9,0,0,16,10,2011,1,0,21.3036111,45.1166667
2278,7,9,0,0,16,10,2011,0,0,21.3036111,45.1166667
2279,8,9,0,1,16,10,2011,1,1,21.3036111,45.1166667
2280,9,9,0,0,16,10,2011,0,1,21.3036111,45.1166667
2281,10,9,0,0,16,10,2011,0,1,21.3036111,45.1166667
2282,11,9,0,0,16,10,2011,0,0,21.3036111,45.1166667
2283,12,9,0,0,16,10,2011,0,1,21.3036111,45.1166667
2284,13,9,0,0,16,10,2011,0,1,21.3036111,45.1166667
2285,14,9,0,0,16,10,2011,0,0,21.3036111,45.1166667
2286,15,9,0,0,16,10,2011,0,0,21.3036111,45.1166667
2287,16,9,0,0,16,10,2011,1,1,21.3036111,45.1166667
2288,17,9,0,0,16,10,2011,0,1,21.3036111,45.1166667
2289,18,9,0,1,16,10,2011,2,2,21.3036111,45.1166667
2290,19,9,0,0,16,10,2011,0,1,21.3036111,45.1166667
2291,20,9,0,0,16,10,2011,0,1,21.3036111,45.1166667
2292,21,9,0,0,16,10,2011,1,1,21.3036111,45.1166667
2293,22,9,0,0,16,10,2011,0,0,21.3036111,45.1166667
2294,23,9,0,0,16,10,2011,0,0,21.3036111,45.1166667
2295,24,9,0,0,16,10,2011,0,0,21.3036111,45.1166667
2296,25,9,0,1,16,10,2011,1,2,21.3036111,45.1166667
2297,1,4,0,0,16,10,2011,0,0,20.9333333,44.033333299999995
2298,2,4,0,0,16,10,2011,0,2,20.9333333,44.033333299999995
2299,3,4,1,1,16,10,2011,1,2,20.9333333,44.033333299999995
2300,4,4,0,0,16,10,2011,1,1,20.9333333,44.033333299999995
2301,5,4,0,0,16,10,2011,0,2,20.9333333,44.033333299999995
2302,6,4,0,0,16,10,2011,1,0,20.9333333,44.033333299999995
2303,7,4,0,0,16,10,2011,0,0,20.9333333,44.033333299999995
2304,8,4,0,1,16,10,2011,1,1,20.9333333,44.033333299999995
2305,9,4,0,0,16,10,2011,0,1,20.9333333,44.033333299999995
2306,10,4,0,0,16,10,2011,0,1,20.9333333,44.033333299999995
2307,11,4,0,0,16,10,2011,0,0,20.9333333,44.033333299999995
2308,12,4,0,0,16,10,2011,0,1,20.9333333,44.033333299999995
2309,13,4,0,0,16,10,2011,0,1,20.9333333,44.033333299999995
2310,14,4,0,0,16,10,2011,0,0,20.9333333,44.033333299999995
2311,15,4,0,1,16,10,2011,0,0,20.9333333,44.033333299999995
2312,16,4,0,0,16,10,2011,1,1,20.9333333,44.033333299999995
2313,17,4,0,0,16,10,2011,0,1,20.9333333,44.033333299999995
2314,18,4,0,1,16,10,2011,2,2,20.9333333,44.033333299999995
2315,19,4,0,0,16,10,2011,0,1,20.9333333,44.033333299999995
2316,20,4,0,0,16,10,2011,0,1,20.9333333,44.033333299999995
2317,21,4,0,0,16,10,2011,1,1,20.9333333,44.033333299999995
2318,22,4,0,0,16,10,2011,0,0,20.9333333,44.033333299999995
2319,23,4,0,0,16,10,2011,0,0,20.9333333,44.033333299999995
2320,24,4,0,0,16,10,2011,0,0,20.9333333,44.033333299999995
2321,25,4,0,1,16,10,2011,1,2,20.9333333,44.033333299999995
2322,1,2,0,0,23,10,2011,0,0,20.466666699999998,44.8
2323,2,2,0,0,23,10,2011,0,2,20.466666699999998,44.8
2324,3,2,1,0,23,10,2011,1,2,20.466666699999998,44.8
2325,4,2,0,0,23,10,2011,1,1,20.466666699999998,44.8
2326,5,2,0,0,23,10,2011,0,2,20.466666699999998,44.8
2327,6,2,0,0,23,10,2011,1,0,20.466666699999998,44.8
2328,7,2,0,0,23,10,2011,0,0,20.466666699999998,44.8
2329,8,2,0,0,23,10,2011,1,1,20.466666699999998,44.8
2330,9,2,0,0,23,10,2011,0,1,20.466666699999998,44.8
2331,10,2,0,0,23,10,2011,0,1,20.466666699999998,44.8
2332,11,2,0,0,23,10,2011,0,0,20.466666699999998,44.8
2333,12,2,0,0,23,10,2011,0,1,20.466666699999998,44.8
2334,13,2,0,0,23,10,2011,0,1,20.466666699999998,44.8
2335,14,2,0,0,23,10,2011,0,0,20.466666699999998,44.8
2336,15,2,0,0,23,10,2011,0,0,20.466666699999998,44.8
2337,16,2,0,0,23,10,2011,1,1,20.466666699999998,44.8
2338,17,2,0,0,23,10,2011,0,1,20.466666699999998,44.8
2339,18,2,0,0,23,10,2011,2,2,20.466666699999998,44.8
2340,19,2,0,0,23,10,2011,0,1,20.466666699999998,44.8
2341,20,2,0,0,23,10,2011,0,1,20.466666699999998,44.8
2342,21,2,0,0,23,10,2011,1,1,20.466666699999998,44.8
2343,22,2,0,0,23,10,2011,0,0,20.466666699999998,44.8
2344,23,2,0,0,23,10,2011,0,0,20.466666699999998,44.8
2345,24,2,0,0,23,10,2011,0,0,20.466666699999998,44.8
2346,25,2,0,0,23,10,2011,1,2,20.466666699999998,44.8
2347,1,3,0,0,23,10,2011,0,0,20.3497222,43.891388899999995
2348,2,3,0,0,23,10,2011,0,2,20.3497222,43.891388899999995
2349,3,3,0,1,23,10,2011,1,2,20.3497222,43.891388899999995
2350,4,3,0,1,23,10,2011,1,1,20.3497222,43.891388899999995
2351,5,3,0,0,23,10,2011,0,2,20.3497222,43.891388899999995
2352,6,3,0,0,23,10,2011,1,0,20.3497222,43.891388899999995
2353,7,3,0,0,23,10,2011,0,0,20.3497222,43.891388899999995
2354,8,3,0,1,23,10,2011,1,1,20.3497222,43.891388899999995
2355,9,3,0,0,23,10,2011,0,1,20.3497222,43.891388899999995
2356,10,3,0,0,23,10,2011,0,1,20.3497222,43.891388899999995
2357,11,3,0,0,23,10,2011,0,0,20.3497222,43.891388899999995
2358,12,3,0,0,23,10,2011,0,1,20.3497222,43.891388899999995
2359,13,3,0,0,23,10,2011,0,1,20.3497222,43.891388899999995
2360,14,3,0,0,23,10,2011,0,0,20.3497222,43.891388899999995
2361,15,3,0,0,23,10,2011,0,0,20.3497222,43.891388899999995
2362,16,3,0,0,23,10,2011,1,1,20.3497222,43.891388899999995
2363,17,3,0,0,23,10,2011,0,1,20.3497222,43.891388899999995
2364,18,3,0,0,23,10,2011,2,2,20.3497222,43.891388899999995
2365,19,3,0,0,23,10,2011,0,1,20.3497222,43.891388899999995
2366,20,3,0,0,23,10,2011,0,1,20.3497222,43.891388899999995
2367,21,3,0,0,23,10,2011,1,1,20.3497222,43.891388899999995
2368,22,3,0,0,23,10,2011,0,0,20.3497222,43.891388899999995
2369,23,3,0,0,23,10,2011,0,0,20.3497222,43.891388899999995
2370,24,3,0,0,23,10,2011,0,0,20.3497222,43.891388899999995
2371,25,3,0,1,23,10,2011,1,2,20.3497222,43.891388899999995
2372,1,5,0,0,23,10,2011,0,0,21.333888899999998,43.58
2373,2,5,0,0,23,10,2011,0,2,21.333888899999998,43.58
2374,3,5,0,1,23,10,2011,1,2,21.333888899999998,43.58
2375,4,5,0,1,23,10,2011,1,1,21.333888899999998,43.58
2376,5,5,0,0,23,10,2011,0,2,21.333888899999998,43.58
2377,6,5,0,0,23,10,2011,1,0,21.333888899999998,43.58
2378,7,5,0,0,23,10,2011,0,0,21.333888899999998,43.58
2379,8,5,0,0,23,10,2011,1,1,21.333888899999998,43.58
2380,9,5,0,0,23,10,2011,0,1,21.333888899999998,43.58
2381,10,5,0,0,23,10,2011,0,1,21.333888899999998,43.58
2382,11,5,0,0,23,10,2011,0,0,21.333888899999998,43.58
2383,12,5,0,0,23,10,2011,0,1,21.333888899999998,43.58
2384,13,5,0,0,23,10,2011,0,1,21.333888899999998,43.58
2385,14,5,0,0,23,10,2011,0,0,21.333888899999998,43.58
2386,15,5,0,0,23,10,2011,0,0,21.333888899999998,43.58
2387,16,5,0,0,23,10,2011,1,1,21.333888899999998,43.58
2388,17,5,0,0,23,10,2011,0,1,21.333888899999998,43.58
2389,18,5,0,1,23,10,2011,2,2,21.333888899999998,43.58
2390,19,5,0,0,23,10,2011,0,1,21.333888899999998,43.58
2391,20,5,0,0,23,10,2011,0,1,21.333888899999998,43.58
2392,21,5,0,0,23,10,2011,1,1,21.333888899999998,43.58
2393,22,5,0,0,23,10,2011,0,0,21.333888899999998,43.58
2394,23,5,0,0,23,10,2011,0,0,21.333888899999998,43.58
2395,24,5,0,0,23,10,2011,0,0,21.333888899999998,43.58
2396,25,5,0,1,23,10,2011,1,2,21.333888899999998,43.58
2397,1,7,0,0,23,10,2011,0,0,21.1825,44.6152778
2398,2,7,0,0,23,10,2011,0,2,21.1825,44.6152778
2399,3,7,1,1,23,10,2011,1,2,21.1825,44.6152778
2400,4,7,0,0,23,10,2011,1,1,21.1825,44.6152778
2401,5,7,0,0,23,10,2011,0,2,21.1825,44.6152778
2402,6,7,0,0,23,10,2011,1,0,21.1825,44.6152778
2403,7,7,0,0,23,10,2011,0,0,21.1825,44.6152778
2404,8,7,0,0,23,10,2011,1,1,21.1825,44.6152778
2405,9,7,0,0,23,10,2011,0,1,21.1825,44.6152778
2406,10,7,0,0,23,10,2011,0,1,21.1825,44.6152778
2407,11,7,0,0,23,10,2011,0,0,21.1825,44.6152778
2408,12,7,0,0,23,10,2011,0,1,21.1825,44.6152778
2409,13,7,0,0,23,10,2011,0,1,21.1825,44.6152778
2410,14,7,0,0,23,10,2011,0,0,21.1825,44.6152778
2411,15,7,0,0,23,10,2011,0,0,21.1825,44.6152778
2412,16,7,0,0,23,10,2011,1,1,21.1825,44.6152778
2413,17,7,0,0,23,10,2011,0,1,21.1825,44.6152778
2414,18,7,0,0,23,10,2011,2,2,21.1825,44.6152778
2415,19,7,0,0,23,10,2011,0,1,21.1825,44.6152778
2416,20,7,0,0,23,10,2011,0,1,21.1825,44.6152778
2417,21,7,0,0,23,10,2011,1,1,21.1825,44.6152778
2418,22,7,0,0,23,10,2011,0,0,21.1825,44.6152778
2419,23,7,0,0,23,10,2011,0,0,21.1825,44.6152778
2420,24,7,0,0,23,10,2011,0,0,21.1825,44.6152778
2421,25,7,0,1,23,10,2011,1,2,21.1825,44.6152778
2422,1,10,0,0,23,10,2011,0,0,22.284722199999997,43.904166700000005
2423,2,10,0,0,23,10,2011,0,2,22.284722199999997,43.904166700000005
2424,3,10,0,1,23,10,2011,1,2,22.284722199999997,43.904166700000005
2425,4,10,0,1,23,10,2011,1,1,22.284722199999997,43.904166700000005
2426,5,10,0,0,23,10,2011,0,2,22.284722199999997,43.904166700000005
2427,6,10,0,0,23,10,2011,1,0,22.284722199999997,43.904166700000005
2428,7,10,0,0,23,10,2011,0,0,22.284722199999997,43.904166700000005
2429,8,10,0,0,23,10,2011,1,1,22.284722199999997,43.904166700000005
2430,9,10,0,0,23,10,2011,0,1,22.284722199999997,43.904166700000005
2431,10,10,0,0,23,10,2011,0,1,22.284722199999997,43.904166700000005
2432,11,10,0,0,23,10,2011,0,0,22.284722199999997,43.904166700000005
2433,12,10,0,0,23,10,2011,0,1,22.284722199999997,43.904166700000005
2434,13,10,0,0,23,10,2011,0,1,22.284722199999997,43.904166700000005
2435,14,10,0,0,23,10,2011,0,0,22.284722199999997,43.904166700000005
2436,15,10,0,0,23,10,2011,0,0,22.284722199999997,43.904166700000005
2437,16,10,0,1,23,10,2011,1,1,22.284722199999997,43.904166700000005
2438,17,10,0,0,23,10,2011,0,1,22.284722199999997,43.904166700000005
2439,18,10,0,1,23,10,2011,2,2,22.284722199999997,43.904166700000005
2440,19,10,0,0,23,10,2011,0,1,22.284722199999997,43.904166700000005
2441,20,10,0,0,23,10,2011,0,1,22.284722199999997,43.904166700000005
2442,21,10,0,0,23,10,2011,1,1,22.284722199999997,43.904166700000005
2443,22,10,0,0,23,10,2011,0,0,22.284722199999997,43.904166700000005
2444,23,10,0,0,23,10,2011,0,0,22.284722199999997,43.904166700000005
2445,24,10,0,0,23,10,2011,0,0,22.284722199999997,43.904166700000005
2446,25,10,0,0,23,10,2011,1,2,22.284722199999997,43.904166700000005
2447,1,9,0,0,23,10,2011,0,0,21.3036111,45.1166667
2448,2,9,0,0,23,10,2011,0,2,21.3036111,45.1166667
2449,3,9,1,1,23,10,2011,1,2,21.3036111,45.1166667
2450,4,9,1,1,23,10,2011,1,1,21.3036111,45.1166667
2451,5,9,0,0,23,10,2011,0,2,21.3036111,45.1166667
2452,6,9,0,0,23,10,2011,1,0,21.3036111,45.1166667
2453,7,9,0,0,23,10,2011,0,0,21.3036111,45.1166667
2454,8,9,1,1,23,10,2011,1,1,21.3036111,45.1166667
2455,9,9,0,0,23,10,2011,0,1,21.3036111,45.1166667
2456,10,9,0,0,23,10,2011,0,1,21.3036111,45.1166667
2457,11,9,0,0,23,10,2011,0,0,21.3036111,45.1166667
2458,12,9,0,0,23,10,2011,0,1,21.3036111,45.1166667
2459,13,9,0,0,23,10,2011,0,1,21.3036111,45.1166667
2460,14,9,0,0,23,10,2011,0,0,21.3036111,45.1166667
2461,15,9,1,1,23,10,2011,0,0,21.3036111,45.1166667
2462,16,9,0,0,23,10,2011,1,1,21.3036111,45.1166667
2463,17,9,0,0,23,10,2011,0,1,21.3036111,45.1166667
2464,18,9,0,0,23,10,2011,2,2,21.3036111,45.1166667
2465,19,9,0,0,23,10,2011,0,1,21.3036111,45.1166667
2466,20,9,0,0,23,10,2011,0,1,21.3036111,45.1166667
2467,21,9,0,0,23,10,2011,1,1,21.3036111,45.1166667
2468,22,9,0,0,23,10,2011,0,0,21.3036111,45.1166667
2469,23,9,0,0,23,10,2011,0,0,21.3036111,45.1166667
2470,24,9,0,0,23,10,2011,0,0,21.3036111,45.1166667
2471,25,9,0,1,23,10,2011,1,2,21.3036111,45.1166667
2472,1,4,0,0,23,10,2011,0,0,20.9333333,44.033333299999995
2473,2,4,0,0,23,10,2011,0,2,20.9333333,44.033333299999995
2474,3,4,0,1,23,10,2011,1,2,20.9333333,44.033333299999995
2475,4,4,0,0,23,10,2011,1,1,20.9333333,44.033333299999995
2476,5,4,0,0,23,10,2011,0,2,20.9333333,44.033333299999995
2477,6,4,0,0,23,10,2011,1,0,20.9333333,44.033333299999995
2478,7,4,0,0,23,10,2011,0,0,20.9333333,44.033333299999995
2479,8,4,0,0,23,10,2011,1,1,20.9333333,44.033333299999995
2480,9,4,0,0,23,10,2011,0,1,20.9333333,44.033333299999995
2481,10,4,0,0,23,10,2011,0,1,20.9333333,44.033333299999995
2482,11,4,0,0,23,10,2011,0,0,20.9333333,44.033333299999995
2483,12,4,0,0,23,10,2011,0,1,20.9333333,44.033333299999995
2484,13,4,0,0,23,10,2011,0,1,20.9333333,44.033333299999995
2485,14,4,0,0,23,10,2011,0,0,20.9333333,44.033333299999995
2486,15,4,0,0,23,10,2011,0,0,20.9333333,44.033333299999995
2487,16,4,0,0,23,10,2011,1,1,20.9333333,44.033333299999995
2488,17,4,0,0,23,10,2011,0,1,20.9333333,44.033333299999995
2489,18,4,0,0,23,10,2011,2,2,20.9333333,44.033333299999995
2490,19,4,0,0,23,10,2011,0,1,20.9333333,44.033333299999995
2491,20,4,0,0,23,10,2011,0,1,20.9333333,44.033333299999995
2492,21,4,0,0,23,10,2011,1,1,20.9333333,44.033333299999995
2493,22,4,0,0,23,10,2011,0,0,20.9333333,44.033333299999995
2494,23,4,0,0,23,10,2011,0,0,20.9333333,44.033333299999995
2495,24,4,0,0,23,10,2011,0,0,20.9333333,44.033333299999995
2496,25,4,0,0,23,10,2011,1,2,20.9333333,44.033333299999995
2497,1,5,0,0,30,10,2011,0,0,21.333888899999998,43.58
2498,2,5,0,0,30,10,2011,0,2,21.333888899999998,43.58
2499,3,5,0,1,30,10,2011,1,2,21.333888899999998,43.58
2500,4,5,0,0,30,10,2011,1,1,21.333888899999998,43.58
2501,5,5,0,0,30,10,2011,0,2,21.333888899999998,43.58
2502,6,5,0,0,30,10,2011,1,0,21.333888899999998,43.58
2503,7,5,0,0,30,10,2011,0,0,21.333888899999998,43.58
2504,8,5,0,0,30,10,2011,1,1,21.333888899999998,43.58
2505,9,5,0,0,30,10,2011,0,1,21.333888899999998,43.58
2506,10,5,0,0,30,10,2011,0,1,21.333888899999998,43.58
2507,11,5,0,0,30,10,2011,0,0,21.333888899999998,43.58
2508,12,5,0,0,30,10,2011,0,1,21.333888899999998,43.58
2509,13,5,0,0,30,10,2011,0,1,21.333888899999998,43.58
2510,14,5,0,0,30,10,2011,0,0,21.333888899999998,43.58
2511,15,5,0,0,30,10,2011,0,0,21.333888899999998,43.58
2512,16,5,0,0,30,10,2011,1,1,21.333888899999998,43.58
2513,17,5,0,0,30,10,2011,0,1,21.333888899999998,43.58
2514,18,5,0,0,30,10,2011,2,2,21.333888899999998,43.58
2515,19,5,0,0,30,10,2011,0,1,21.333888899999998,43.58
2516,20,5,0,0,30,10,2011,0,1,21.333888899999998,43.58
2517,21,5,0,0,30,10,2011,1,1,21.333888899999998,43.58
2518,22,5,0,0,30,10,2011,0,0,21.333888899999998,43.58
2519,23,5,0,0,30,10,2011,0,0,21.333888899999998,43.58
2520,24,5,0,0,30,10,2011,0,0,21.333888899999998,43.58
2521,25,5,0,0,30,10,2011,1,2,21.333888899999998,43.58
2522,1,2,0,0,30,10,2011,0,0,20.466666699999998,44.8
2523,2,2,0,0,30,10,2011,0,2,20.466666699999998,44.8
2524,3,2,0,1,30,10,2011,1,2,20.466666699999998,44.8
2525,4,2,0,0,30,10,2011,1,1,20.466666699999998,44.8
2526,5,2,0,0,30,10,2011,0,2,20.466666699999998,44.8
2527,6,2,0,0,30,10,2011,1,0,20.466666699999998,44.8
2528,7,2,0,0,30,10,2011,0,0,20.466666699999998,44.8
2529,8,2,0,0,30,10,2011,1,1,20.466666699999998,44.8
2530,9,2,0,0,30,10,2011,0,1,20.466666699999998,44.8
2531,10,2,0,0,30,10,2011,0,1,20.466666699999998,44.8
2532,11,2,0,0,30,10,2011,0,0,20.466666699999998,44.8
2533,12,2,0,0,30,10,2011,0,1,20.466666699999998,44.8
2534,13,2,0,0,30,10,2011,0,1,20.466666699999998,44.8
2535,14,2,0,0,30,10,2011,0,0,20.466666699999998,44.8
2536,15,2,0,0,30,10,2011,0,0,20.466666699999998,44.8
2537,16,2,0,0,30,10,2011,1,1,20.466666699999998,44.8
2538,17,2,0,0,30,10,2011,0,1,20.466666699999998,44.8
2539,18,2,0,0,30,10,2011,2,2,20.466666699999998,44.8
2540,19,2,0,0,30,10,2011,0,1,20.466666699999998,44.8
2541,20,2,0,0,30,10,2011,0,1,20.466666699999998,44.8
2542,21,2,0,0,30,10,2011,1,1,20.466666699999998,44.8
2543,22,2,0,0,30,10,2011,0,0,20.466666699999998,44.8
2544,23,2,0,0,30,10,2011,0,0,20.466666699999998,44.8
2545,24,2,0,0,30,10,2011,0,0,20.466666699999998,44.8
2546,25,2,0,1,30,10,2011,1,2,20.466666699999998,44.8
2547,1,10,0,0,30,10,2011,0,0,22.284722199999997,43.904166700000005
2548,2,10,0,0,30,10,2011,0,2,22.284722199999997,43.904166700000005
2549,3,10,0,1,30,10,2011,1,2,22.284722199999997,43.904166700000005
2550,4,10,0,0,30,10,2011,1,1,22.284722199999997,43.904166700000005
2551,5,10,0,0,30,10,2011,0,2,22.284722199999997,43.904166700000005
2552,6,10,0,0,30,10,2011,1,0,22.284722199999997,43.904166700000005
2553,7,10,0,0,30,10,2011,0,0,22.284722199999997,43.904166700000005
2554,8,10,1,1,30,10,2011,1,1,22.284722199999997,43.904166700000005
2555,9,10,0,0,30,10,2011,0,1,22.284722199999997,43.904166700000005
2556,10,10,0,0,30,10,2011,0,1,22.284722199999997,43.904166700000005
2557,11,10,0,0,30,10,2011,0,0,22.284722199999997,43.904166700000005
2558,12,10,0,0,30,10,2011,0,1,22.284722199999997,43.904166700000005
2559,13,10,0,0,30,10,2011,0,1,22.284722199999997,43.904166700000005
2560,14,10,0,0,30,10,2011,0,0,22.284722199999997,43.904166700000005
2561,15,10,0,0,30,10,2011,0,0,22.284722199999997,43.904166700000005
2562,16,10,0,0,30,10,2011,1,1,22.284722199999997,43.904166700000005
2563,17,10,0,0,30,10,2011,0,1,22.284722199999997,43.904166700000005
2564,18,10,0,1,30,10,2011,2,2,22.284722199999997,43.904166700000005
2565,19,10,0,0,30,10,2011,0,1,22.284722199999997,43.904166700000005
2566,20,10,0,0,30,10,2011,0,1,22.284722199999997,43.904166700000005
2567,21,10,0,0,30,10,2011,1,1,22.284722199999997,43.904166700000005
2568,22,10,0,0,30,10,2011,0,0,22.284722199999997,43.904166700000005
2569,23,10,0,0,30,10,2011,0,0,22.284722199999997,43.904166700000005
2570,24,10,0,0,30,10,2011,0,0,22.284722199999997,43.904166700000005
2571,25,10,0,0,30,10,2011,1,2,22.284722199999997,43.904166700000005
2572,1,3,0,0,30,10,2011,0,0,20.3497222,43.891388899999995
2573,2,3,0,0,30,10,2011,0,2,20.3497222,43.891388899999995
2574,3,3,0,1,30,10,2011,1,2,20.3497222,43.891388899999995
2575,4,3,0,0,30,10,2011,1,1,20.3497222,43.891388899999995
2576,5,3,0,0,30,10,2011,0,2,20.3497222,43.891388899999995
2577,6,3,0,0,30,10,2011,1,0,20.3497222,43.891388899999995
2578,7,3,0,0,30,10,2011,0,0,20.3497222,43.891388899999995
2579,8,3,0,0,30,10,2011,1,1,20.3497222,43.891388899999995
2580,9,3,0,0,30,10,2011,0,1,20.3497222,43.891388899999995
2581,10,3,0,0,30,10,2011,0,1,20.3497222,43.891388899999995
2582,11,3,0,0,30,10,2011,0,0,20.3497222,43.891388899999995
2583,12,3,0,0,30,10,2011,0,1,20.3497222,43.891388899999995
2584,13,3,0,0,30,10,2011,0,1,20.3497222,43.891388899999995
2585,14,3,0,0,30,10,2011,0,0,20.3497222,43.891388899999995
2586,15,3,0,0,30,10,2011,0,0,20.3497222,43.891388899999995
2587,16,3,0,0,30,10,2011,1,1,20.3497222,43.891388899999995
2588,17,3,0,0,30,10,2011,0,1,20.3497222,43.891388899999995
2589,18,3,0,0,30,10,2011,2,2,20.3497222,43.891388899999995
2590,19,3,0,0,30,10,2011,0,1,20.3497222,43.891388899999995
2591,20,3,0,0,30,10,2011,0,1,20.3497222,43.891388899999995
2592,21,3,0,0,30,10,2011,1,1,20.3497222,43.891388899999995
2593,22,3,0,0,30,10,2011,0,0,20.3497222,43.891388899999995
2594,23,3,0,0,30,10,2011,0,0,20.3497222,43.891388899999995
2595,24,3,0,0,30,10,2011,0,0,20.3497222,43.891388899999995
2596,25,3,0,0,30,10,2011,1,2,20.3497222,43.891388899999995
2597,1,7,0,0,30,10,2011,0,0,21.1825,44.6152778
2598,2,7,0,0,30,10,2011,0,2,21.1825,44.6152778
2599,3,7,1,1,30,10,2011,1,2,21.1825,44.6152778
2600,4,7,0,0,30,10,2011,1,1,21.1825,44.6152778
2601,5,7,0,0,30,10,2011,0,2,21.1825,44.6152778
2602,6,7,0,0,30,10,2011,1,0,21.1825,44.6152778
2603,7,7,0,0,30,10,2011,0,0,21.1825,44.6152778
2604,8,7,0,0,30,10,2011,1,1,21.1825,44.6152778
2605,9,7,0,0,30,10,2011,0,1,21.1825,44.6152778
2606,10,7,0,0,30,10,2011,0,1,21.1825,44.6152778
2607,11,7,0,0,30,10,2011,0,0,21.1825,44.6152778
2608,12,7,0,0,30,10,2011,0,1,21.1825,44.6152778
2609,13,7,0,0,30,10,2011,0,1,21.1825,44.6152778
2610,14,7,0,0,30,10,2011,0,0,21.1825,44.6152778
2611,15,7,0,0,30,10,2011,0,0,21.1825,44.6152778
2612,16,7,0,0,30,10,2011,1,1,21.1825,44.6152778
2613,17,7,0,0,30,10,2011,0,1,21.1825,44.6152778
2614,18,7,0,0,30,10,2011,2,2,21.1825,44.6152778
2615,19,7,0,0,30,10,2011,0,1,21.1825,44.6152778
2616,20,7,0,0,30,10,2011,0,1,21.1825,44.6152778
2617,21,7,0,0,30,10,2011,1,1,21.1825,44.6152778
2618,22,7,0,0,30,10,2011,0,0,21.1825,44.6152778
2619,23,7,0,0,30,10,2011,0,0,21.1825,44.6152778
2620,24,7,0,0,30,10,2011,0,0,21.1825,44.6152778
2621,25,7,0,1,30,10,2011,1,2,21.1825,44.6152778
2622,1,4,0,0,30,10,2011,0,0,20.9333333,44.033333299999995
2623,2,4,0,0,30,10,2011,0,2,20.9333333,44.033333299999995
2624,3,4,0,1,30,10,2011,1,2,20.9333333,44.033333299999995
2625,4,4,0,0,30,10,2011,1,1,20.9333333,44.033333299999995
2626,5,4,0,0,30,10,2011,0,2,20.9333333,44.033333299999995
2627,6,4,0,0,30,10,2011,1,0,20.9333333,44.033333299999995
2628,7,4,0,0,30,10,2011,0,0,20.9333333,44.033333299999995
2629,8,4,0,0,30,10,2011,1,1,20.9333333,44.033333299999995
2630,9,4,0,0,30,10,2011,0,1,20.9333333,44.033333299999995
2631,10,4,0,0,30,10,2011,0,1,20.9333333,44.033333299999995
2632,11,4,0,0,30,10,2011,0,0,20.9333333,44.033333299999995
2633,12,4,0,0,30,10,2011,0,1,20.9333333,44.033333299999995
2634,13,4,0,0,30,10,2011,0,1,20.9333333,44.033333299999995
2635,14,4,0,0,30,10,2011,0,0,20.9333333,44.033333299999995
2636,15,4,0,0,30,10,2011,0,0,20.9333333,44.033333299999995
2637,16,4,0,0,30,10,2011,1,1,20.9333333,44.033333299999995
2638,17,4,0,0,30,10,2011,0,1,20.9333333,44.033333299999995
2639,18,4,0,0,30,10,2011,2,2,20.9333333,44.033333299999995
2640,19,4,0,0,30,10,2011,0,1,20.9333333,44.033333299999995
2641,20,4,0,0,30,10,2011,0,1,20.9333333,44.033333299999995
2642,21,4,0,0,30,10,2011,1,1,20.9333333,44.033333299999995
2643,22,4,0,0,30,10,2011,0,0,20.9333333,44.033333299999995
2644,23,4,0,0,30,10,2011,0,0,20.9333333,44.033333299999995
2645,24,4,0,0,30,10,2011,0,0,20.9333333,44.033333299999995
2646,25,4,0,0,30,10,2011,1,2,20.9333333,44.033333299999995
2647,1,6,0,0,30,10,2011,0,0,19.5263889,45.6088889
2648,2,6,0,0,30,10,2011,0,2,19.5263889,45.6088889
2649,3,6,1,1,30,10,2011,1,2,19.5263889,45.6088889
2650,4,6,0,1,30,10,2011,1,1,19.5263889,45.6088889
2651,5,6,0,0,30,10,2011,0,2,19.5263889,45.6088889
2652,6,6,0,0,30,10,2011,1,0,19.5263889,45.6088889
2653,7,6,0,0,30,10,2011,0,0,19.5263889,45.6088889
2654,8,6,1,1,30,10,2011,1,1,19.5263889,45.6088889
2655,9,6,0,0,30,10,2011,0,1,19.5263889,45.6088889
2656,10,6,0,0,30,10,2011,0,1,19.5263889,45.6088889
2657,11,6,0,0,30,10,2011,0,0,19.5263889,45.6088889
2658,12,6,0,0,30,10,2011,0,1,19.5263889,45.6088889
2659,13,6,0,0,30,10,2011,0,1,19.5263889,45.6088889
2660,14,6,0,0,30,10,2011,0,0,19.5263889,45.6088889
